시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
서울특별시 강남구 일원동,735,735,0,가람,75.16,202301,7,"167,500",3,1993,일원로 127,,20230404,중개거래,서울 강남구
서울특별시 강남구 일원동,735,735,0,가람,75.16,202303,4,"164,500",2,1993,일원로 127,,20230710,중개거래,서울 강남구
서울특별시 강남구 일원동,735,735,0,가람,75.16,202303,12,"166,000",3,1993,일원로 127,,20230414,중개거래,서울 강남구
서울특별시 강남구 일원동,735,735,0,가람,84.95,202303,21,"192,000",2,1993,일원로 127,,20230627,중개거래,서울 강남구
서울특별시 강남구 일원동,735,735,0,가람,84.95,202303,29,"188,000",1,1993,일원로 127,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,735,735,0,가람,84.95,202304,8,"196,000",3,1993,일원로 127,,20230710,중개거래,서울 강남구
서울특별시 강남구 일원동,735,735,0,가람,84.95,202305,6,"141,000",5,1993,일원로 127,,20230510,중개거래,서울 강남구
서울특별시 강남구 일원동,735,735,0,가람,75.16,202305,17,"173,000",1,1993,일원로 127,,20230705,중개거래,서울 강남구
서울특별시 강남구 일원동,615-1,615,1,개포한신,107.6,202303,4,"180,000",5,1984,개포로110길 43,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,615-1,615,1,개포한신,82.3,202304,29,"155,000",10,1984,개포로110길 43,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,615-1,615,1,개포한신,82.3,202305,1,"160,000",13,1984,개포로110길 43,,20230630,중개거래,"서울 강남구, 서울 강동구"
서울특별시 강남구 일원동,615-1,615,1,개포한신,107.6,202305,2,"180,000",1,1984,개포로110길 43,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,615-1,615,1,개포한신,107.6,202306,5,"150,000",3,1984,개포로110길 43,, ,직거래,-
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,63.83,202301,5,"182,000",10,2021,영동대로 22,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,76.48,202302,3,"210,000",24,2021,영동대로 22,20230721, ,중개거래,경기 성남분당구
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,84.73,202302,10,"253,000",28,2021,영동대로 22,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,84.94,202303,5,"235,000",29,2021,영동대로 22,, ,중개거래,"경기 성남수정구, 서울 송파구"
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,103.77,202303,7,"265,000",9,2021,영동대로 22,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,84.94,202303,9,"235,000",29,2021,영동대로 22,20230405, ,중개거래,"경기 성남수정구, 서울 송파구"
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,84.73,202304,1,"254,000",9,2021,영동대로 22,, ,중개거래,서울 강남구
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,84.73,202304,24,"239,000",9,2021,영동대로 22,, ,중개거래,서울 강남구
