시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
서울특별시 강남구 도곡동,193-67,193,67,PLUMHILLS,206.1,202207,4,"210,000",1,2003,남부순환로373길 26,20221028, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,33.8,202201,18,"37,400",8,2006,강남대로 240,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,33.8,202202,18,"36,800",8,2006,강남대로 240,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,67.57,202204,8,"84,500",17,2006,강남대로 240,, ,중개거래,서울 서초구
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,33.8,202204,12,"40,800",15,2006,강남대로 240,, ,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,33.8,202208,5,"38,000",6,2006,강남대로 240,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,190-3,190,3,그랜빌캐슬,125.83,202203,29,"130,500",2,2003,남부순환로379길 35,, ,직거래,-
서울특별시 강남구 도곡동,190-3,190,3,그랜빌캐슬,125.83,202205,17,"208,000",1,2003,남부순환로379길 35,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,130.545,202202,14,"277,000",31,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,146.754,202203,31,"295,000",38,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,146.754,202205,28,"285,000",5,1999,언주로30길 13,20230215, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,138.657,202206,1,"300,000",46,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,130.545,202208,8,"216,597",8,1999,언주로30길 13,20221122, ,직거래,-
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,177.255,202212,9,"260,000",22,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-6,467,6,대림아크로빌,172.467,202212,15,"260,000",31,1999,언주로30길 13,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,944-6,944,6,대명비발디,82.67,202211,7,"99,500",3,2003,도곡로6길 18,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,944-6,944,6,대명비발디,77.61,202212,17,"96,500",6,2003,도곡로6길 18,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,25.89,202202,5,"24,000",7,2004,강남대로 256,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,31.81,202202,26,"31,100",10,2004,강남대로 256,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,25.89,202203,17,"23,800",8,2004,강남대로 256,, ,중개거래,서울 송파구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,31.81,202208,10,"29,900",8,2004,강남대로 256,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,25.89,202208,15,"25,650",10,2004,강남대로 256,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,25.89,202208,20,"26,000",12,2004,강남대로 256,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,31.81,202210,29,"30,500",11,2004,강남대로 256,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,130.259,202203,12,"283,000",27,2007,도곡로28길 8,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,84.122,202204,15,"195,000",1,2007,도곡로28길 8,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,130.259,202204,27,"303,000",27,2007,도곡로28길 8,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,130.259,202204,27,"303,000",27,2007,도곡로28길 8,20220512, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,543-7,543,7,도곡1차아이파크,130.259,202207,7,"290,000",8,2007,도곡로28길 8,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,970,970,0,도곡3차아이파크,187.215,202204,4,"310,000",5,2007,도곡로14길 21,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,970,970,0,도곡3차아이파크,181.381,202204,14,"310,000",8,2007,도곡로14길 21,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,970,970,0,도곡3차아이파크,187.215,202205,11,"300,000",1,2007,도곡로14길 21,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202203,14,"313,000",16,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,176.9924,202204,20,"580,000",7,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202205,11,"313,000",3,2006,선릉로 221,20221108, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,134.9023,202205,25,"494,000",18,2006,선릉로 221,20221020, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202206,1,"310,000",7,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202206,17,"160,000",13,2006,선릉로 221,, ,직거래,-
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,176.9924,202206,30,"550,000",14,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202207,1,"315,000",15,2006,선릉로 221,20220816, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9231,202207,16,"299,000",14,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,134.9023,202208,2,"423,000",21,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202208,16,"315,000",15,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9231,202208,28,"280,000",17,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,59.9818,202209,8,"240,000",13,2006,선릉로 221,, ,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202209,27,"278,000",9,2006,선릉로 221,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,514-3,514,3,도곡스타빌,53.81,202206,15,"86,000",4,2006,남부순환로370길 20,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,107.53,202203,8,"222,000",11,1978,남부순환로363길 30,, ,중개거래,"경기 남양주시, 서울 강남구"
서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,107.53,202205,5,"224,000",3,1978,남부순환로363길 30,, ,중개거래,"서울 강남구, 서울 마포구"
서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,207.52,202205,13,"260,000",7,1978,남부순환로363길 30,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,934,10,도곡우성아파트,84.83,202203,29,"210,000",8,1986,남부순환로363길 49,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,934,10,도곡우성아파트,84.83,202204,19,"217,000",5,1986,남부순환로363길 49,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,934-10,934,10,도곡우성아파트,84.83,202205,12,"225,000",11,1986,남부순환로363길 49,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,199-4,199,4,도곡지웰카운티101동,107.11,202203,10,"190,000",4,2010,남부순환로373길 3,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,199-4,199,4,도곡지웰카운티101동,107.11,202204,26,"180,000",3,2010,남부순환로373길 3,, ,직거래,-
서울특별시 강남구 도곡동,199-4,199,4,도곡지웰카운티101동,107.11,202212,17,"183,000",1,2010,남부순환로373길 3,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,184-3,184,3,도곡현대힐스테이트105동,164.9,202203,30,"225,000",4,1999,남부순환로377길 22,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,59.98,202202,23,"225,000",20,2016,도곡로 320,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,59.98,202202,23,"225,000",20,2016,도곡로 320,20230331, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.39,202203,11,"344,000",4,2016,도곡로 320,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.78,202205,5,"355,000",7,2016,도곡로 320,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.78,202205,17,"370,000",15,2016,도곡로 320,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,538-3,538,3,래미안도곡카운티,106.78,202205,18,"360,000",17,2016,도곡로 320,, ,중개거래,서울 강남구
서울특별시 강남구 도곡동,963,963,0,럭키(963),84.97,202203,27,"232,000",11,1995,논현로 213,, ,중개거래,서울 강남구
