시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.606,201202,24,"66,000",4,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201203,19,"97,000",7,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.606,201205,13,"67,000",16,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.947,201205,21,"70,000",5,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201205,23,"104,000",16,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201206,14,"89,000",6,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201207,6,"98,500",11,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.606,201209,3,"64,000",6,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201209,27,"93,000",10,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.606,201210,6,"65,800",13,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.606,201210,13,"68,700",3,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201210,19,"93,000",6,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201210,31,"97,000",15,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.606,201211,13,"65,500",16,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201211,15,"90,000",2,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.947,201211,16,"74,500",14,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201211,21,"89,500",8,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,59.606,201212,6,"64,900",5,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,201212,27,"92,000",8,2005,선릉로69길 20,, ,-,-
서울특별시 강남구 역삼동,796-29,796,29,강남서해더블루,71.26,201209,3,"57,088",5,2012,논현로63길 16,, ,-,-
서울특별시 강남구 역삼동,796-29,796,29,강남서해더블루,71.26,201211,16,"57,088",4,2012,논현로63길 16,, ,-,-
서울특별시 강남구 역삼동,796-29,796,29,강남서해더블루,70.57,201212,18,"55,056",4,2012,논현로63길 16,, ,-,-
서울특별시 강남구 역삼동,796-29,796,29,강남서해더블루,81.3,201212,31,"65,135",7,2012,논현로63길 16,, ,-,-
서울특별시 강남구 역삼동,794-19,794,19,강남한솔,50.62,201204,20,"27,800",6,2006,도곡로19길 17,, ,-,-
서울특별시 강남구 역삼동,711,711,0,개나리6,79.34,201201,27,"75,000",10,1980,언주로 406,, ,-,-
서울특별시 강남구 역삼동,716-3,716,3,개나리SK뷰,84.98,201209,3,"103,500",2,2012,역삼로 315-1,, ,-,-
서울특별시 강남구 역삼동,754,754,0,개나리래미안,144.55,201206,18,"140,000",11,2006,역삼로 306,, ,-,-
서울특별시 강남구 역삼동,754,754,0,개나리래미안,59.95,201208,13,"72,000",14,2006,역삼로 306,, ,-,-
서울특별시 강남구 역삼동,754,754,0,개나리래미안,144.55,201211,13,"140,500",12,2006,역삼로 306,, ,-,-
서울특별시 강남구 역삼동,754,754,0,개나리래미안,114.65,201211,17,"119,800",7,2006,역삼로 306,, ,-,-
서울특별시 강남구 역삼동,754,754,0,개나리래미안,84.93,201212,15,"95,000",4,2006,역삼로 306,, ,-,-
서울특별시 강남구 역삼동,755-1,755,1,개나리푸르지오,84.9876,201201,28,"116,000",7,2006,역삼로 314,, ,-,-
서울특별시 강남구 역삼동,755-1,755,1,개나리푸르지오,84.9876,201202,8,"115,000",10,2006,역삼로 314,, ,-,-
서울특별시 강남구 역삼동,755-1,755,1,개나리푸르지오,133.1686,201203,3,"150,000",22,2006,역삼로 314,, ,-,-
서울특별시 강남구 역삼동,755-1,755,1,개나리푸르지오,84.9876,201203,28,"106,500",9,2006,역삼로 314,, ,-,-
서울특별시 강남구 역삼동,755-1,755,1,개나리푸르지오,133.1686,201209,18,"137,000",14,2006,역삼로 314,, ,-,-
서울특별시 강남구 역삼동,755-1,755,1,개나리푸르지오,84.6815,201212,29,"90,000",3,2006,역삼로 314,, ,-,-
서울특별시 강남구 역삼동,783-3,783,3,갤러리하우스,66.41,201204,8,"30,000",4,2002,도곡로33길 16,, ,-,-
서울특별시 강남구 역삼동,783-3,783,3,갤러리하우스,81.1,201209,13,"37,500",3,2002,도곡로33길 16,, ,-,-
서울특별시 강남구 역삼동,783-3,783,3,갤러리하우스,81.1,201212,26,"45,000",3,2002,도곡로33길 16,, ,-,-
서울특별시 강남구 역삼동,722,722,0,경남아너스빌,84.688,201203,5,"57,000",10,2002,언주로85길 13,, ,-,-
서울특별시 강남구 역삼동,722,722,0,경남아너스빌,84.688,201203,29,"53,000",9,2002,언주로85길 13,, ,-,-
서울특별시 강남구 역삼동,722,722,0,경남아너스빌,84.688,201208,30,"45,000",1,2002,언주로85길 13,, ,-,-
서울특별시 강남구 역삼동,722,722,0,경남아너스빌,84.688,201209,3,"48,000",5,2002,언주로85길 13,, ,-,-
서울특별시 강남구 역삼동,722,722,0,경남아너스빌,84.932,201212,24,"45,000",2,2002,언주로85길 13,, ,-,-
서울특별시 강남구 역삼동,835-67,835,67,금호어울림,84.95,201210,29,"66,500",9,2003,도곡로7길 22,, ,-,-
서울특별시 강남구 역삼동,728-10,728,10,네스빌(728-10),244.52,201210,18,"113,000",2,1996,테헤란로28길 47,, ,-,-
서울특별시 강남구 역삼동,747,747,0,노블스위트,78.94,201208,27,"41,000",3,2003,역삼로19길 14,, ,-,-
서울특별시 강남구 역삼동,761-10,761,10,대림역삼,59.66,201207,14,"41,250",15,1997,언주로 316,, ,-,-
서울특별시 강남구 역삼동,761-10,761,10,대림역삼,59.66,201209,1,"42,000",17,1997,언주로 316,, ,-,-
서울특별시 강남구 역삼동,761-10,761,10,대림역삼,84.96,201209,17,"64,000",4,1997,언주로 316,, ,-,-
서울특별시 강남구 역삼동,727-2,727,2,대명벨리온,30.522,201202,15,"26,685",3,2012,역삼로25길 27,, ,-,-
